-4.50461,-0.130586,-4.26592,-15.9216,-4.86475
-0.997121,-1.77762,-14.1707,-10.3959,-4.26529
-18.0831,-0.712895,-8.35241,-0.00602039,-8.65332
-10.0519,-4.43919,-3.79864,-2.57308,-2.97547
-6.67168,-2.21965,-0.678393,-9.07049,-4.17233e-06
-7.56292,-3.42269,-14.7651,-3.7028,-0.68056
-2.34827,-15.9879,-1.54801,-16.8259,-8.31002
-6.36646,-6.63813,-15.0951,-13.5903,-0.300635
-6.61023,-1.30203,-9.15042,-12.0948,-20.9319
-0.299702,-7.35198,-22.0322,-2.25855,-18.5522
-0.0035934,-1.05946,-7.20375,-4.60467,-9.86245
-0.000414756,-3.90188,-6.78979,-0.389308,-0.766641
-4.31075,-3.28943,-3.62748,-4.49539,-14.2205
-0.00130637,-0.14745,-0.0343876,-0.0501083,-1.27877
-4.88156,-1.58969,-1.47357,-4.19879,-6.23708
-12.3557,-7.02795,-15.0204,-5.43838,-17.2656
-6.53288e-05,-3.29357,-3.69117,-12.4199,-7.05058
-8.61308,-3.39673,-10.4134,-5.40375,-2.0217
-0.919365,-5.96283,-27.632,-7.29655,-1.82446
-1.84076,-0.834807,-0.558459,-4.26195,-7.68067
-6.09653,-1.09945,-1.6933,-0.0149248,-1.66657
-1.70777,-3.98947,-2.86103e-06,-0.902591,-10.342
-0.492469,-2.53209,-0.335601,-0.00201213,-3.9197
-0.00107919,-0.020527,-0.000283579,-18.0724,-5.61127
-0.709019,-0.000113613,-0.0405063,-2.86103e-06,-0.0417048
-0.0581673,-2.5155,-0.000944643,-0.00101779,-3.50958
-3.38273,-5.95158,-0.0752534,-0.806982,-1.52973
-0.0111642,-0.0162692,-7.63434,-0.00400731,-6.45835
-1.15196,-0.262687,-2.16113,-1.66654,-0.166786
-0.000144254,-0.554565,-0.992247,-1.41101,-2.53919e-05
-20.2091,-0.299308,-13.7372,-8.40287,-5.71948
-19.4912,-10.4547,-25.8405,-14.1615,-21.842
-18.7121,0.0,-7.96127,-37.0875,-2.22176
-26.5946,-2.67149,-5.48752,-3.29127,-5.12696
-9.02839,-7.98313,-4.98314,-17.3239,-3.99041
-0.801195,-1.02475,-46.6482,-1.82367,-13.8764
-0.178476,-8.74765,-8.14213,-0.323196,-24.3951
-0.001272,-0.0160886,-5.73712,-3.53674,-23.6887
-10.0593,-4.91485,-0.00923762,-3.92181,-1.67702
-27.1176,-19.5436,-16.2632,-10.4315,-27.6087
-7.84677,-7.12466,-7.391e-06,-0.876642,-18.1962
-24.2896,-17.8489,-4.02567,-8.04828,-0.00779728
-0.0271196,-3.9187,-2.69259,-16.4844,-0.388804
-8.80558,-0.145909,-7.67794,-0.679577,-9.59465
-19.4681,-12.7907,-4.4415,-11.5731,-3.25882
-23.9493,-3.19335,-2.46443,-4.12505,-0.0866767
-10.6975,-2.53516,-0.379256,-1.77656,-4.4357
-6.469,-0.00485764,-4.70868,-4.66066,-26.9586
-9.64899,-3.82937,-13.6566,-2.78535,-4.28328
-7.33971,-12.339,-5.09453,-0.695076,-5.21052
-2.10185,-3.18743,-3.42802,-3.48422,-2.72168
-26.7667,-0.690456,-4.02153,-11.3367,-10.084
-4.79185,-10.2108,-12.5456,-4.57019,-3.78085
-0.00172418,-0.351597,-0.00179953,-0.000849488,-9.17916e-06
-0.308222,-0.30533,-8.83744,-4.81563,-9.587
-0.689815,-9.96435,-0.234842,-62.4882,-12.3988
-6.38701,-21.2445,-2.8653,-0.890369,-8.27928
-2.93259e-05,-3.70742,-2.63423,-1.44977,-12.7809
-5.55299,-12.5349,-1.30938,-4.55672,-7.95938
-8.46,-5.03425,-0.00306982,-9.0445,-1.14704
-21.4445,-19.9229,-22.5713,-20.2068,-23.6482
-21.291,-22.3356,-19.8393,-5.27263,-22.9364
-17.3542,-19.5254,-22.1208,-20.702,-18.8938
-20.7158,-21.2709,-20.3762,-20.5871,-20.0486
-21.3045,-21.6913,-6.27787,-20.2403,-20.2152
-24.5774,-19.6341,-19.5106,-5.77836,-24.7201
-20.5928,-21.4709,-20.8048,-20.4776,-20.1653
-21.5644,-22.3479,-19.5487,-21.9334,-20.7994
-0.0418635,-22.0145,-22.031,-0.171137,-21.4901
-19.673,-21.3276,-19.8056,-22.1322,-2.75433
-7.27864,-7.71165,-3.74122,-29.5558,-14.9748
-3.01604e-05,-8.7626,-29.0376,-24.9562,-0.840152
-22.6658,-4.56763,-1.16349,-12.4854,-2.17666
-6.83994,-27.2916,-2.61379,-4.61866,-4.08493
-0.0506782,-7.06992,-0.445808,-0.443178,-3.04804
-7.83443,-16.0142,-7.17801,-9.25846,-5.03243
-0.108673,-27.87,-5.72505,-0.945807,-0.194003
-0.00858152,-6.78929,-7.73017,-3.85108,-11.038
-4.48568,-24.4104,-2.75427,-10.2916,-3.32684
-29.7079,-4.28036,-1.28595,-1.2887,-3.07689
