-1.87491,-0.914366,-5.31051,-7.61369,-1.63983
-5.63623,-1.51684,-19.4952,-1.8573,-10.0404
-14.9767,-4.16574,-8.13434,-27.3874,-4.83911
-0.44181,-2.69521,-3.31476,-11.4005,-1.37345
-4.23145,-26.9185,-11.1716,-0.00869347,-1.69348
-4.2845,-1.56321,-4.51882,-4.30774,-25.1209
-1.34179,-1.60843,-4.49404,-11.567,-7.93341
-25.9603,-0.341981,-0.183943,-3.21853,-3.24208
-18.31,-7.79236,-8.7812,-0.825683,-12.1902
-4.93382,-6.74542,-3.87402,-12.4744,-3.55862
-20.1433,-19.308,-20.1486,-18.4066,-10.0131
-18.6998,-19.5784,-22.1102,-24.8066,-20.9925
-21.3153,-18.9964,-18.9951,-21.6579,-20.4676
-16.4822,-21.2203,-21.9568,-16.1933,-21.1218
-20.987,-19.3232,-19.9862,-19.4787,-17.8835
-22.2432,-2.45556,-8.71189,-1.89153,-1.78814e-06
-21.2168,-21.7844,-22.4404,-20.5155,-17.8712
-21.0165,-21.0969,-19.7635,-20.0524,-23.2069
-21.4057,-20.6916,-20.2492,-17.8846,-22.054
-19.7783,-19.2919,-19.6962,-23.7723,-18.843
-22.026,-23.3849,-4.52883,-24.4235,-21.4991
-40.7909,-10.9017,-4.74613,-5.95433,-35.3132
-4.30284,-11.0425,-23.4244,-27.9494,-6.11677
-4.12179,-22.8154,-20.8649,-0.897258,-21.4404
-4.3915,-42.821,-10.243,-6.89063,-22.0895
-4.66361,-11.7659,-3.9231,-33.5092,-25.6599
-21.8282,-6.32119,-15.9951,-0.0187231,-3.98514
-3.09704,-22.9086,-20.9993,-8.93875,-25.98
-8.18496,-4.02152,-1.844,-26.2876,-20.1259
-27.4944,-24.1485,-21.4316,-7.41778,-9.64129
-14.1436,-2.55078,-5.68841,-5.22947,-9.12188
-3.88639,-12.67,-22.4849,-15.9574,-11.8697
-10.3579,-2.26713,-1.86281,-4.42519,-11.7586
-2.34213,-0.0119108,-9.47606,-9.71303,-1.53107
-3.32421,-4.68388,-2.36364,-7.46189,-4.51194
-18.2494,-6.72584,-5.40108,-28.4217,-22.2492
-8.56022,-7.27653,-20.8878,-17.987,-3.11514
-6.52463,-10.2895,-5.64516,-1.53771,-4.85163
-12.0692,-14.1807,-13.6068,-3.24178,-39.0311
-23.3754,-6.31535,-4.85124,-6.54467,-4.62445
-10.6734,-0.030418,-5.67494,-0.0124475,-10.2039
-5.16186,-6.74631,-7.56011,-15.138,-9.96692
-8.00404,-0.000205121,-0.000154269,-3.86994,-2.42954
-12.3347,-6.41687,-14.9438,-10.6709,-12.7206
-0.871191,-10.3329,-0.0269519,-4.85538,-6.81734
-1.24447,-3.45409,-8.02152,-2.22324,-6.32894
-5.06237,-17.7898,-0.000275709,-1.64827,-9.41312
-2.52312,-7.34227,-19.836,-2.39,-10.4396
-8.17583,-24.0668,-0.215114,-5.13456,-7.18858e-05
-19.2822,-3.31194,-11.0283,-11.6182,-8.93004
-13.1492,-4.81733,-11.7543,-13.42,-26.0176
-1.2111,-1.34368,-6.75887,-12.286,-0.806162
-5.81799,-6.76038,-1.1589,-2.03511,-10.702
-1.17778,-2.4776,-4.92977,-2.02656e-06,-0.303956
-8.30149,-17.0388,-3.10465,-0.739139,-4.02725
-9.28124,-4.39196,-8.03179,-10.2759,-7.88721
-23.4722,-0.0444199,-2.23108,-13.1998,-0.702562
-4.79902,-7.52599,-2.74435,-2.60165,-7.79053
-14.3102,-1.8982,-1.54243,-3.92135,-6.09459
-7.87483,-8.9952,-13.7885,-7.4318,-1.32069
-5.96583,-0.256059,-9.42713,-1.25393,-0.709645
-12.4995,-4.57376,-6.67361,-8.00982,-4.90799
-0.0101906,-7.96508,-8.31768,-26.5487,-12.5809
-2.4786,-0.489956,-7.59613,-1.2948,-8.98451
-2.17286,-3.8994,-0.962728,-6.48911,-9.36828
-3.92263,-5.25735,-3.19488,-5.50051,-8.79957
-3.21892,-2.78257,-0.000388161,-4.67654,-0.000546426
-0.00897008,-8.70232e-06,-1.16683,-0.471308,-0.00057207
-29.598,-1.60068,-8.70794,-2.21267,0.0
-8.2943,-11.004,-0.000337658,-4.37878,-1.65784
-20.9349,-8.72855,-1.09673e-05,-9.62983,-3.46441
-0.00066356,-5.57265,-27.0422,-22.9398,-2.27778
-13.5832,-2.21143,-4.21908,-0.188072,-4.05035
-11.8625,-6.37882,-22.3543,-21.6136,-32.0683
-3.78609,-16.0386,-14.839,-0.0613727,-3.60972
-10.9465,-0.584116,-12.0456,-8.06813,-11.4328
-5.42229,-30.6252,-7.13882,-11.7246,-8.90208
-13.874,-16.3303,-3.53287,-3.87217,-6.86635
-25.9623,-8.82703,-30.7404,-3.65483,-9.54822
-6.36478,-19.1969,-2.92248,-4.09115,-0.327871
-3.84911,-7.80936,-0.799299,-1.4669,-0.303662
-0.00292173,-5.2554,-2.19999,-7.65563,-8.36108
-1.00863,-6.12632,-18.1146,-3.23873,-15.7362
-9.19675,-9.60519,-5.88471,-3.57315,-3.01609
-26.8555,-23.0644,-8.61017,-26.4232,-9.11081
-16.2061,-15.6058,-24.111,-16.6936,-26.0452
-4.61309,-0.356259,-8.76799,-11.6378,-4.17235
-5.52825,-11.5004,-12.5364,-16.0004,-19.2532
-6.75727,-27.7563,-16.0819,-12.1341,-3.81519
-11.3621,-13.0604,-0.00149379,-13.1232,-2.54249
-6.76092,-6.98729,-2.75819,-1.78712,-0.0235509
-8.19091,-11.6196,-10.3772,-14.017,-15.2837
-9.00787,-0.399092,-2.69582,-9.0559,-24.4026
-22.1185,-9.84239,-0.714774,-8.43456,-0.329109
-28.8591,-18.7649,-7.69789,-13.2351,-6.3135
-14.9189,-2.75377e-05,-6.59731,-22.8769,-23.6011
-10.2226,-6.06232,-7.72827,-5.28907,-1.78215
-10.2089,-0.738425,-5.91476,-28.461,-22.8748
-0.653982,-9.91226,-16.2752,-10.3965,-3.20107
-0.314461,-19.5533,-7.44754,-42.1234,-14.1339
-6.97522,-28.7086,-3.95317,-3.74195,-6.59513
-8.46876,-2.98858,-11.43,-3.848,-12.4931
-10.1942,-0.657657,-5.71283,-16.3212,-1.24946
-0.00238207,-0.241231,-8.25606,-0.0424568,-0.0802615
-22.2411,-17.9485,-0.276507,-6.5123,-2.77103
-7.44018,-16.0898,-4.54205,-14.2089,-10.056
-25.1146,-22.17,-5.22764,-1.01328e-05,-2.52741
-8.49761,-6.88334,-8.70464,-3.33101,-5.04652
-10.8763,-6.32559,-18.1289,-0.869114,-6.39736
-1.55333,-11.8872,-28.424,-6.90912,-10.8403
-21.9855,-18.4934,-22.1672,-21.5694,-20.9353
-19.5973,-17.6758,-3.38949,-21.0908,-20.6191
-24.9874,-20.7391,-27.6477,-17.4265,-18.6928
-17.1435,-23.3633,-19.8208,-20.1549,-20.7928
-21.9811,-22.7773,-19.6427,-21.9728,-22.0002
-21.7245,-18.8331,-20.6571,-6.60174,-1.80008e-05
-22.4064,-25.8898,-20.7188,-19.8027,-20.5158
-25.4224,-27.3506,-22.6535,-17.2334,-20.9133
-19.2648,-17.9348,-18.3216,-18.4504,-9.82245
-21.5602,-20.5882,-22.6335,-21.0141,-23.8308
-25.2508,-2.40107,-24.0936,-9.07693,-6.268
-2.53153,-4.64613,-2.89826,-0.937614,-4.75556
-23.9673,-14.3495,-0.297455,-6.84658,-6.65714
-8.12989,-10.1068,-5.34205,-21.5377,-8.25099
-11.4539,-2.28365,-11.6531,-16.9548,-3.61522
-1.1659,-5.0536,-2.54494,-17.1495,-18.3361
-0.512753,-10.1206,-7.09672,-0.89764,-6.26263
-1.15682,-8.0473,-9.40737,-1.13254,-10.5107
-15.5015,-6.68927,-5.51999,-2.56193,-7.2849
-1.61665,-5.21955,-13.2763,-9.35292,-4.26455
-22.7935,-23.5828,-19.8495,-18.9979,-20.1224
-0.000109798,-22.7828,-24.0097,-21.774,-19.4113
-21.7784,-22.0734,-21.5268,-20.8321,-19.4618
-23.9604,-19.3183,-20.0482,-20.104,-19.3677
-20.7847,-23.199,-18.5035,-19.0403,-17.7189
-20.685,-20.9136,-20.4026,-19.86,-22.4707
-22.5373,-22.3142,-18.9359,-26.5166,-22.5314
-19.5846,-18.7371,-19.6395,-9.10512,-22.4034
-18.6812,-21.4025,-2.51251,-21.67,-19.2439
-18.0345,-21.7654,-23.0668,-17.7702,-22.5767
-6.58668,-3.41342,-23.8753,-7.61169,-2.40448
-7.75562,-9.01965,-1.08271,-1.83024,-8.04993
-3.51308,-3.12606,-1.73133,-6.30719,-0.027962
-8.26208,-6.89522,-27.8374,-10.3285,-4.76837e-07
-2.91371,-5.7099,-0.539928,-5.11605,-6.47444
-21.9556,-8.00488,-2.06234e-05,-8.81122,-0.771097
-23.5173,-15.6436,-3.04493,-9.74737,-9.47919
-8.29535,-3.51484,-11.4758,-28.877,-22.3723
-1.58182,-2.7419,-5.43747,-16.0445,-6.28675
-9.45504,-27.2137,-23.3417,-22.8386,-7.77316
